admin_user_email,input_phrase,input_language,output_phrase,output_language,category
sanoop@rightsolutions.ae,Benzoate de calcium,FRENCH,Calcium benzoate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Benzoate de soda,FRENCH,Benzoate of Soda,ENGLISH,batch 1
sanoop@rightsolutions.ae,Propionate de benzyle,FRENCH,Benzyl Propionate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alcool benzoyle,FRENCH,Benzyl alcohol,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acésulfame de potassium,FRENCH,Acesulfame Potassium,ENGLISH,batch 1
sanoop@rightsolutions.ae,Hydroxytoluène butylé,FRENCH,BHT ,ENGLISH,batch 1
sanoop@rightsolutions.ae,Borax,FRENCH,Borax,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre d'amande,FRENCH,Almond Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre de mangue séchée,FRENCH,Dry Mango Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait en poudre,FRENCH,Milk Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre de vinaigre de cidre,FRENCH,Apple Cider Vinegar Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre de crème,FRENCH,Custard Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Amasi,FRENCH,Amchoor,ENGLISH,batch 1
sanoop@rightsolutions.ae,Amchur,FRENCH,Amchoor Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre d'amchur,FRENCH,Amchur,ENGLISH,batch 1
sanoop@rightsolutions.ae,Poudre de marante,FRENCH,Arrowroot Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pudding du chancelier,FRENCH,Cabinet Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pudding d'Ève,FRENCH,Eve's Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Boudin noir,FRENCH,Black Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pudding de Noël,FRENCH,Christmas Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chocolat bourbon,FRENCH,Chocolate Bourbon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Salad de burnet,FRENCH,"Burnet, Salad",ENGLISH,batch 1
sanoop@rightsolutions.ae,Boza,FRENCH,Boza,ENGLISH,batch 1
sanoop@rightsolutions.ae,Polyphosphate de calcium,FRENCH,Calcium Polyphosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Albumine d'œuf,FRENCH,Egg Albumen,ENGLISH,batch 1
sanoop@rightsolutions.ae,Blanc d'œuf,FRENCH,Egg White,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bêta-carotène,FRENCH,Beta Carotene,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bêta-carotène,FRENCH,Beta-Carotene,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bétanine,FRENCH,Betanin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bière aux fruits,FRENCH,Fruit Beer,ENGLISH,batch 1
sanoop@rightsolutions.ae,Ale,FRENCH,Ale,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bière amère,FRENCH,Bitter Ale,ENGLISH,batch 1
sanoop@rightsolutions.ae,Burnet,FRENCH,Burnet,ENGLISH,batch 1
sanoop@rightsolutions.ae,Jardin de burnet,FRENCH,"Burnet, Garden",ENGLISH,batch 1
sanoop@rightsolutions.ae,Petit burnet,FRENCH,"Burnet, Small",ENGLISH,batch 1
sanoop@rightsolutions.ae,Pyrophosphate de calcium,FRENCH,Calcium Pyrophosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Péroxyde de benzoyle,FRENCH,Benzoyl Peroxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,Peroxyde de calcium,FRENCH,Calcium Peroxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bisphénol A,FRENCH,BPA,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bisulfite de Calcium,FRENCH,Calcium Bisulfite,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bisulfite de Calcium,FRENCH,Calcium Bisulphite,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bison,FRENCH,Bison,ENGLISH,batch 1
sanoop@rightsolutions.ae,Œuf,FRENCH,Egg,ENGLISH,batch 1
sanoop@rightsolutions.ae,Œufs,FRENCH,Eggs,ENGLISH,batch 1
sanoop@rightsolutions.ae,Carbonate d'ammonium,FRENCH,Ammonium Bicarbonate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bicarbonate,FRENCH,Bicarbonate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bicarbonate de soda,FRENCH,Bicarbonate of Soda,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bixine,FRENCH,Bixin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Levure,FRENCH,Baking Powder,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pentanone-2,FRENCH,2-Pentanone,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tarte à la crème,FRENCH,Custard Tart,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tarte Bakewell,FRENCH,Bakewell Tart,ENGLISH,batch 1
sanoop@rightsolutions.ae,Date chinoise,FRENCH,Chinese Date,ENGLISH,batch 1
sanoop@rightsolutions.ae,Truffe au chocolat,FRENCH,Chocolate Truffle,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cheon Sa Chae,FRENCH,Cheon Sa Chae,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cheerios,FRENCH,Cheerios,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gâteau au fromage,FRENCH,Cheesecake,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chili,FRENCH,Chile,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chili Con Queso,FRENCH,Chile Con Queso,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pomme sauvage,FRENCH,Crab Apple,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pomme,FRENCH,Apple,ENGLISH,batch 1
sanoop@rightsolutions.ae,Composition moyenne,FRENCH,Average Composition,ENGLISH,batch 1
sanoop@rightsolutions.ae,Colorant artificiel,FRENCH,Artificial Coloring (),ENGLISH,batch 1
sanoop@rightsolutions.ae,Colorant artificiel,FRENCH,Artificial Colouring (),ENGLISH,batch 1
sanoop@rightsolutions.ae,Date,FRENCH,Date,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alligator,FRENCH,Alligator,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crocodile,FRENCH,Crocodile,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dates,FRENCH,Dates,ENGLISH,batch 1
sanoop@rightsolutions.ae,Condiments,FRENCH,Condiments,ENGLISH,batch 1
sanoop@rightsolutions.ae,Berebere,FRENCH,Berbere,ENGLISH,batch 1
sanoop@rightsolutions.ae,Mûre,FRENCH,Blackberry,ENGLISH,batch 1
sanoop@rightsolutions.ae,Mûre de Boysen,FRENCH,Boysenberry,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bayberry chinois,FRENCH,Chinese Bayberry,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bonitou,FRENCH,Bullet Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chien de mer,FRENCH,Dogfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon blanc,FRENCH,Albacore,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon blanc,FRENCH,Albacore Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Esccolar,FRENCH,Esccolar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon à dents de chien,FRENCH,Dogtooth Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thon obèse,FRENCH,Bigeye Tuna,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dioxyde de chlore,FRENCH,Chlorine Dioxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,Culture de fromage,FRENCH,Cheese Culture,ENGLISH,batch 1
sanoop@rightsolutions.ae,Glace carbonique,FRENCH,Dry Ice,ENGLISH,batch 1
sanoop@rightsolutions.ae,Double,FRENCH,Double,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diacétate de calcium,FRENCH,Calcium Diacetate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Diacétyle,FRENCH,Diacetyl,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bisphénol A,FRENCH,Bisphenol A,ENGLISH,batch 1
sanoop@rightsolutions.ae,Biphényle,FRENCH,Biphenyl,ENGLISH,batch 1
sanoop@rightsolutions.ae,Adipate de diamidon acétylé,FRENCH,Acetylated Distarch Adipate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Adipate de diamidon acétylé,FRENCH,Acetylated distarch adipate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Phosphate de distarque acétylé,FRENCH,Acetylated Distarch Phosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Phosphate de diamidon acétylé,FRENCH,Acetylated distarch phosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dioxide de carbone,FRENCH,Carbon dioxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,Dioxide de carbone,FRENCH,Carbon Dioxide,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acini di Pepe,FRENCH,Acini di Pepe,ENGLISH,batch 1
sanoop@rightsolutions.ae,Biphosphate de calcium,FRENCH,Calcium Biphosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tarte aux pommes américaine,FRENCH,American Bison,ENGLISH,batch 1
sanoop@rightsolutions.ae,Yak domestiqué,FRENCH,Domesticated Yak,ENGLISH,batch 1
sanoop@rightsolutions.ae,Damson Gin,FRENCH,Damson Gin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gâteau Banbury,FRENCH,Banbury Cake,ENGLISH,batch 1
sanoop@rightsolutions.ae,(Gamma)-Undecalactone,FRENCH,(Gamma)-Undecalactone,ENGLISH,batch 1
sanoop@rightsolutions.ae,(Gamma)-Octalactone,FRENCH,(Gamma)-Octalactone,ENGLISH,batch 1
sanoop@rightsolutions.ae,(Gamma)-Nonalactone,FRENCH,(Gamma)-Nonalactone,ENGLISH,batch 1
sanoop@rightsolutions.ae,Buffle,FRENCH,Buffalo,ENGLISH,batch 1
sanoop@rightsolutions.ae,Camembert,FRENCH,Camembert,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage de Shankleesh,FRENCH,Shankleesh Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage de Shanklish,FRENCH,Shanklish Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage de Shanklish,FRENCH,Shanklish Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Shinklish Cheese,FRENCH,Shinklish Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage cheddar,FRENCH,Cheddar Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Frais,FRENCH,Cream Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Edam,FRENCH,Edam,ENGLISH,batch 1
sanoop@rightsolutions.ae,Emmental,FRENCH,Emmental Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Emmental,FRENCH,Emmentaler Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bison américain,FRENCH,American Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Brie,FRENCH,Brie,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage baladi,FRENCH,Baladi Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage de chancliche,FRENCH,Chancliche Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage bleu danois,FRENCH,Danish Blue Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage à pâte persillée,FRENCH,Blue Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Stilton bleu,FRENCH,Blue Stilton,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Charkassiyea,FRENCH,Charkassiyea Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage cheddar jack,FRENCH,Cheddar Jack Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage cheshire,FRENCH,Cheshire Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cheshire bleu,FRENCH,Blue Cheshire,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage arabe,FRENCH,Arab Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage arabe,FRENCH,Arabic Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cottage cheese,FRENCH,Cottage Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cadinène,FRENCH,Cadinene,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Caerphilly,FRENCH,Caerphilly Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Cotija,FRENCH,Cotija Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Colby,FRENCH,Colby Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage Colby Jack,FRENCH,Colby Jack Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cabecou,FRENCH,Cabecou,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage de Shelal,FRENCH,Shelal Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fromage,FRENCH,Cheese,ENGLISH,batch 1
sanoop@rightsolutions.ae,Racine de bardane,FRENCH,Burdock Root,ENGLISH,batch 1
sanoop@rightsolutions.ae,Racine de pissenlit,FRENCH,Dandelion Root,ENGLISH,batch 1
sanoop@rightsolutions.ae,Thé à la racine de bardane,FRENCH,Burdock Root Tea,ENGLISH,batch 1
sanoop@rightsolutions.ae,Écrevisse,FRENCH,Crayfish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Energy Shot,FRENCH,Energy Shot,ENGLISH,batch 1
sanoop@rightsolutions.ae,Eruca,FRENCH,Eruca,ENGLISH,batch 1
sanoop@rightsolutions.ae,Carotte,FRENCH,Carrot,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gel de cellulose,FRENCH,Cellulose Gel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crevette tigrée noire,FRENCH,Black Tiger Shrimp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chameau,FRENCH,Camel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alpaga,FRENCH,Alpaca,ENGLISH,batch 1
sanoop@rightsolutions.ae,Solide non gras du lait,FRENCH,Milk Solids-Not-Fat,ENGLISH,batch 1
sanoop@rightsolutions.ae,Noix de cajou,FRENCH,Cashew Nut,ENGLISH,batch 1
sanoop@rightsolutions.ae,"Noix de coco, desséchée",FRENCH,"Coconut, Desiccated",ENGLISH,batch 1
sanoop@rightsolutions.ae,Noix de coco,FRENCH,Coconut,ENGLISH,batch 1
sanoop@rightsolutions.ae,Noix de coco séchée,FRENCH,Dried coconut,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gin néerlandais,FRENCH,Dutch Gin,ENGLISH,batch 1
sanoop@rightsolutions.ae,Tranchant,FRENCH,Sharp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Extra Sharp,FRENCH,Extra Sharp,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide aconotique,FRENCH,Aconitic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graine d'anis,FRENCH,Anise Seed,ENGLISH,batch 1
sanoop@rightsolutions.ae,Graines de cacao,FRENCH,Cocoa kernels,ENGLISH,batch 1
sanoop@rightsolutions.ae,Seiche,FRENCH,Cuttlefish,ENGLISH,batch 1
sanoop@rightsolutions.ae,Grain de maïs,FRENCH,Corn Grain,ENGLISH,batch 1
sanoop@rightsolutions.ae,Grains de maïs,FRENCH,Corn Grains,ENGLISH,batch 1
sanoop@rightsolutions.ae,Grain de café,FRENCH,Coffee Bean,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fève de cacao,FRENCH,Cacao bean,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fève de cacao,FRENCH,Cocoa bean,ENGLISH,batch 1
sanoop@rightsolutions.ae,Son de blé,FRENCH,All-Bran,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bourgeons de son,FRENCH,All-Bran Buds,ENGLISH,batch 1
sanoop@rightsolutions.ae,Granule de blé dur,FRENCH,Durum Granular,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pomme de terre,FRENCH,Earth Apple,ENGLISH,batch 1
sanoop@rightsolutions.ae,Burn,FRENCH,Burn,ENGLISH,batch 1
sanoop@rightsolutions.ae,Aneth,FRENCH,Dill Weed,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pudding au pain,FRENCH,Bread Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gélose,FRENCH,Agar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Escargot,FRENCH,Escargot,ENGLISH,batch 1
sanoop@rightsolutions.ae,Délice d'ange,FRENCH,Angel Delight,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fruit Fool,FRENCH,Fruit Fool,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pastilles aux fruits,FRENCH,Fruit Pastilles,ENGLISH,batch 1
sanoop@rightsolutions.ae,Crumble aux fruits,FRENCH,Fruit Crumble,ENGLISH,batch 1
sanoop@rightsolutions.ae,Fudge,FRENCH,Fudge,ENGLISH,batch 1
sanoop@rightsolutions.ae,Rouleau arctique,FRENCH,Arctic Roll,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bombe glacée,FRENCH,Bombe Glacee,ENGLISH,batch 1
sanoop@rightsolutions.ae,Jubilé de cerises,FRENCH,Cherries Jubilee,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait,FRENCH,Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait de vache,FRENCH,Cow's milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chocolat au lait,FRENCH,Milk Chocolate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Hobnobs au chocolat au lait,FRENCH,Milk Chocolate Hobnobs,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait de coco,FRENCH,Coconut Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait de coco condensé,FRENCH,Condensed Coconut Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait de coco évaporé,FRENCH,Evaporated Coconut Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait écrémé séché,FRENCH,Dried Skim Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait entier,FRENCH,Full Cream Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait entier sec,FRENCH,Dry Whole Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait évaporé,FRENCH,Evaporated Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait évaporé,FRENCH,Evapourated Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait séché,FRENCH,Dried Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait condensé,FRENCH,Condensed Milk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cerises amarena,FRENCH,Amasi,ENGLISH,batch 1
sanoop@rightsolutions.ae,Âne,FRENCH,Donkey,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pigeon domestique,FRENCH,Domestic Pigeon,ENGLISH,batch 1
sanoop@rightsolutions.ae,Haricots Ceci,FRENCH,Ceci Beans,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pois chiches,FRENCH,Chick Peas,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pois chiches,FRENCH,Chickpeas,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide éthylbutyrique-2,FRENCH,2-Ethylbutyric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide érythorbique,FRENCH,Erythorbic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acid aspartique,FRENCH,Aspartic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acid aspartique,FRENCH,Aspartic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide benzoïque,FRENCH,Benzoic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide benzoïque,FRENCH,Benzoic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide borique,FRENCH,Boric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide borique,FRENCH,Boric acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide butyrique,FRENCH,Butyric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide citrique,FRENCH,Citric acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide citrique,FRENCH,Citric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide cyclamique,FRENCH,Cyclamic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide cyclamique et ses sels de Na et Ca,FRENCH,Cyclamic acid and its Na and Ca salts,ENGLISH,batch 1
sanoop@rightsolutions.ae,Phosphate acide,FRENCH,Acid Phosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide fumarique,FRENCH,Fumaric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide fumarique,FRENCH,Fumaric Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide caprylique,FRENCH,Caprylic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Calcium D acide pantothénique,FRENCH,Calcium D Pantothenic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide cholique,FRENCH,Cholic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Monoglycéride d'acide tartrique acétylé,FRENCH,Acetylated Tartaric Acid Monoglyceride,ENGLISH,batch 1
sanoop@rightsolutions.ae,Alanine,FRENCH,Alanine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Arginine,FRENCH,Arginine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Arginine,FRENCH,Arginine,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pyrophosphate de sodium acide,FRENCH,Acid Sodium Pyrophosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide adipique,FRENCH,Adipic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide adipique,FRENCH,Adipic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acide cinnamique,FRENCH,Cinnamic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acid ascorbique,FRENCH,Ascorbic Acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Acid ascorbique,FRENCH,Ascorbic acid,ENGLISH,batch 1
sanoop@rightsolutions.ae,Caséine acide,FRENCH,Acid Casein,ENGLISH,batch 1
sanoop@rightsolutions.ae,Phosphate acide de calcium,FRENCH,Calcium Acid Phosphate,ENGLISH,batch 1
sanoop@rightsolutions.ae,Hydroxyanisole butylé,FRENCH,BHA,ENGLISH,batch 1
sanoop@rightsolutions.ae,Wapiti,FRENCH,Elk,ENGLISH,batch 1
sanoop@rightsolutions.ae,Coypu,FRENCH,Coypu,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain,FRENCH,Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Petit pain,FRENCH,Bun,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain complet,FRENCH,Brown Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain d'amitié amish,FRENCH,Amish Friendship Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beigel,FRENCH,Beigel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain au maïs,FRENCH,Cornbread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain Anadama,FRENCH,Anadama Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain noir,FRENCH,Black Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Petit pain,FRENCH,Bath Bun,ENGLISH,batch 1
sanoop@rightsolutions.ae,Brioche,FRENCH,Brioche,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain à la bière,FRENCH,Beer Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Boule,FRENCH,Boule Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Chelsea Bun,FRENCH,Chelsea Bun,ENGLISH,batch 1
sanoop@rightsolutions.ae,Beignet,FRENCH,Bagel,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain arabe,FRENCH,Arab Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain arabe,FRENCH,Arabic Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Gros pain arabe,FRENCH,Arabic Bread Big,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain cubain,FRENCH,Cuban Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pain à la banane,FRENCH,Banana Bread,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bhakri,FRENCH,Bhakri,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bhatura,FRENCH,Bhatoora,ENGLISH,batch 1
sanoop@rightsolutions.ae,Bhatura,FRENCH,Bhatura,ENGLISH,batch 1
sanoop@rightsolutions.ae,Pudding au pain et beurre,FRENCH,Bread and Butter Pudding,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait caillé,FRENCH,Aarul,ENGLISH,batch 1
sanoop@rightsolutions.ae,Lait caillé,FRENCH,Aaruul,ENGLISH,batch 1
sanoop@rightsolutions.ae,Moutarde anglaise,FRENCH,English Mustard,ENGLISH,batch 1
sanoop@rightsolutions.ae,Moutarde noire,FRENCH,Black Mustard,ENGLISH,batch 1
sanoop@rightsolutions.ae,Moutarde de Dijon,FRENCH,Dijon Mustard,ENGLISH,batch 1
sanoop@rightsolutions.ae,Moutarde à l'ancienne de Dijon,FRENCH,Dijon Wholegrain Mustard,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sapote noire,FRENCH,Black Sapote,ENGLISH,batch 1
sanoop@rightsolutions.ae,Caroube,FRENCH,Carob,ENGLISH,batch 1
sanoop@rightsolutions.ae,Mouton domestique,FRENCH,Domestic Sheep,ENGLISH,batch 1
sanoop@rightsolutions.ae,Endive frisée,FRENCH,Frisee,ENGLISH,batch 1
sanoop@rightsolutions.ae,Sciaenidae,FRENCH,Drum,ENGLISH,batch 1
sanoop@rightsolutions.ae,Légumes secs,FRENCH,Dried Vegetables,ENGLISH,batch 1
sanoop@rightsolutions.ae,Cidre,FRENCH,Apfelwein,ENGLISH,batch 1
sanoop@rightsolutions.ae,Vinaigre de cidre,FRENCH,Cider Vinegar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Vinaigre de pomme,FRENCH,Apple Vinegar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Vinaigre de sucre de maïs,FRENCH,Corn Sugar Vinegar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Vinaigre distillé,FRENCH,Distilled Vinegar,ENGLISH,batch 1
sanoop@rightsolutions.ae,Extrait d'écorce d'aubépine,FRENCH,Black Haw Bark Extract,ENGLISH,batch 1
sanoop@rightsolutions.ae,Mélange d'électrolytes,FRENCH,Electrolyte Blend,ENGLISH,batch 1
sanoop@rightsolutions.ae,Levure de boulanger,FRENCH,Baker's Yeast,ENGLISH,batch 1
sanoop@rightsolutions.ae,Porc domestique,FRENCH,Domestic Pig,ENGLISH,batch 1
sanoop@rightsolutions.ae,Prune arménienne,FRENCH,Armenian Plum,ENGLISH,batch 1
sanoop@rightsolutions.ae,Prune,FRENCH,Damson,ENGLISH,batch 1
sanoop@rightsolutions.ae,Concombre,FRENCH,Cucumber,ENGLISH,batch 1
