admin_user_email,,english_phrase,arabic_phrase,french_phrase
,,Fruit Fool,حلوى الفاكهة الإنجليزية,Fruit Fool
,,Fruit Pastilles,حلوى الفاكهة الهلامية,Pastilles aux fruits
,,Fruit Crumble,حلوى الفواكه الهشة,Crumble aux fruits
,,Fudge,حلوى منفوشة لينة,Fudge
,,Arctic Roll,حلى الأركتيك رول,Rouleau arctique
,,Bombe Glacee,حلى بومبيه,Bombe glacée
,,Cherries Jubilee,حلى تشيري جوبيلي,Jubilé de cerises
,,Milk,حليب,Lait
,,Cow's milk,حليب الأبقار,Lait de vache
,,Milk Chocolate,حليب الشوكولاتة,Chocolat au lait
,,Milk Chocolate Hobnobs,حليب الشوكولاتة هوب نوبس,Hobnobs au chocolat au lait
,,Coconut Milk,حليب جوز الهند,Lait de coco
,,Condensed Coconut Milk,حليب جوز الهند المكثف,Lait de coco condensé
,,Evaporated Coconut Milk,حليب جوز هند مكثف,Lait de coco évaporé
,,Dried Skim Milk,حليب خالي من الدهن مجفف,Lait écrémé séché
,,Full Cream Milk,حليب كامل الدسم,Lait entier
,,Dry Whole Milk,حليب كامل الدسم مجفف,Lait entier sec
,,Evaporated Milk,حليب مبخر,Lait évaporé
,,Evapourated Milk,حليب مبخر,Lait évaporé
,,Dried Milk,حليب مجفف,Lait séché
,,Condensed Milk,حليب مكثف,Lait condensé
,,Amasi,حليب ملبن,Cerises amarena
,,Donkey,حمار,Âne
,,Domestic Pigeon,حمام محلي,Pigeon domestique
,,Ceci Beans,حمص,Haricots Ceci
,,Chick Peas,حمص,Pois chiches
,,Chickpeas,حمص,Pois chiches
,,2-Ethylbutyric Acid,حمض الإثيلبيوتيريك,Acide éthylbutyrique-2
,,Erythorbic acid,حمض الإريثوبيك,Acide érythorbique
,,Aspartic Acid,حمض الأسبارتيك الأميني,Acid aspartique
,,Aspartic Acid,حمض الأسبارتيك الأميني,Acid aspartique
,,Benzoic acid,حمض البنزويك,Acide benzoïque
,,Benzoic Acid,حمض البنزويك,Acide benzoïque
,,Boric Acid,حمض البوريك,Acide borique
,,Boric acid,حمض البوريك,Acide borique
,,Butyric Acid,حمض البيوتيريك,Acide butyrique
,,Citric acid,حمض الستريك,Acide citrique
,,Citric Acid,حمض الستريك,Acide citrique
,,Cyclamic Acid,حمض السيكلاميك,Acide cyclamique
,,Cyclamic acid and its Na and Ca salts,حمض السيكلاميك وأملاحه الصوديوم و الكالسيوم,Acide cyclamique et ses sels de Na et Ca
,,Acid Phosphate,حمض الفوسفات,Phosphate acide
,,Fumaric Acid,حمض الفوماريك,Acide fumarique
,,Fumaric Acid,حمض الفوماريك,Acide fumarique
,,Caprylic Acid,حمض الكابريليك,Acide caprylique
,,Calcium D Pantothenic Acid,حمض الكالسيوم بانتوثينيك,Calcium D acide pantothénique
,,Cholic Acid,حمض الكوليك,Acide cholique
,,Acetylated Tartaric Acid Monoglyceride,حمض أحادي الجليسريد المؤستل,Monoglycéride d'acide tartrique acétylé
,,Alanine,حمض أميني,Alanine
,,Arginine,حمض أميني,Arginine
,,Arginine,حمض أميني,Arginine
,,Acid Sodium Pyrophosphate,حمض بايروفوسفات الصوديوم,Pyrophosphate de sodium acide
,,Adipic Acid,حمض دهني,Acide adipique
,,Adipic acid,حمض دهني,Acide adipique
,,Cinnamic Acid,حمض سيناميك,Acide cinnamique
,,Ascorbic Acid,حمض صمغ الحلتيت,Acid ascorbique
,,Ascorbic acid,حمض صمغ الحلتيت,Acid ascorbique
,,Acid Casein,حمض قاني,Caséine acide
,,Calcium Acid Phosphate,حمض كالسيوم الفوسفات,Phosphate acide de calcium
,,BHA,حمض هيدروكسي,Hydroxyanisole butylé
,,Elk,حيوان الإلكة,Wapiti
,,Coypu,حيوان الكيب,Coypu
,,Bread,خبز,Pain
,,Bun,خبز,Petit pain
,,Brown Bread,خبز اسمر,Pain complet
,,Amish Friendship Bread,خبز الأميش,Pain d'amitié amish
,,Beigel,خبز البيجل,Beigel
,,Cornbread,خبز الذرة,Pain au maïs
,,Anadama Bread,خبز أسمر بريطاني,Pain Anadama
,,Black Bread,خبز أسود,Pain noir
,,Bath Bun,خبز باث,Petit pain
,,Brioche,خبز بريوش,Brioche
,,Beer Bread,خبز بمياه الشعير,Pain à la bière
,,Boule Bread,خبز بول الفرنسي,Boule
,,Chelsea Bun,خبز تشيلسي,Chelsea Bun
,,Bagel,خبز صمون مدور,Beignet
,,Arab Bread,خبز عربي,Pain arabe
,,Arabic Bread,خبز عربي,Pain arabe
,,Arabic Bread Big,خبز عربي كبير,Gros pain arabe
,,Cuban Bread,خبز كوبي,Pain cubain
,,Banana Bread,خبز موز,Pain à la banane
,,Bhakri,خبز هندي,Bhakri
,,Bhatoora,خبز هندي مقلي,Bhatura
,,Bhatura,خبز هندي مقلي,Bhatura
,,Bread and Butter Pudding,خبز وزبدة,Pudding au pain et beurre
,,Aarul,خثارة لبن مجفف,Lait caillé
,,Aaruul,خثارة لبن مجفف,Lait caillé
,,English Mustard,خردل إنجليزي,Moutarde anglaise
,,Black Mustard,خردل أسود,Moutarde noire
,,Dijon Mustard,خردل ديجون,Moutarde de Dijon
,,Dijon Wholegrain Mustard,خردل ديجون حبة كاملة,Moutarde à l'ancienne de Dijon
,,Black Sapote,خرمال أسود,Sapote noire
,,Carob,خروب,Caroube
,,Domestic Sheep,خروف محلي,Mouton domestique
,,Frisee,خس الفرزي,Endive frisée
,,Drum,خضار جنوب آسوية,Sciaenidae
,,Dried Vegetables,خضار مجففة,Légumes secs
,,Apfelwein,خل التفاح,Cidre
,,Cider Vinegar,خل التفاح,Vinaigre de cidre
,,Apple Vinegar,خل تفاح,Vinaigre de pomme
,,Corn Sugar Vinegar,خل سكر الذرة,Vinaigre de sucre de maïs
,,Distilled Vinegar,خل مقطر,Vinaigre distillé
,,Black Haw Bark Extract,خلاصة رباطية خوخية الورق أو خلاصة أفلوس خوخي الورق,Extrait d'écorce d'aubépine
,,Electrolyte Blend,خليط إليكترولايت,Mélange d'électrolytes
,,Baker's Yeast,خميرة الخَبز,Levure de boulanger
,,Domestic Pig,خنزير محلي,Porc domestique
,,Armenian Plum,خوخ أرميني,Prune arménienne
,,Damson,خوخ دامسون,Prune
,,Cucumber,خيار,Concombre
,,Corn Silk,خيوط حرير الذرة,Soie de maïs
,,D-Limonene,د -الليمونين,D-Limonene
,,D1-Alpha-tocopherol,د١ ألفا توكوفيرول / فيتامين ه,D1-Alpha-tocophérol
,,Diet Pepsi,دايت بيبسي,Diet Pepsi
,,Diet Coke,دايت كوكاكولا,Coca light
,,Diet Moutain Dew,دايت ماونتين ديو,Diet Moutain Dew
,,Diglyceride,دايجليسريد,Diglycéride
,,Dilauryl Thiodipropionate,دايلاوريل الثيوديبروبيونات,Thiodipropionate de dilauryle
,,Chicken,دجاج,Poulet
,,Cornfed Chicken,دجاج متغذي على الذرة,Poulet nourri au maïs
,,BodyArmor,درع,BodyArmor
,,Milk Fat,دسم الحليب,Matière grasse du lait
,,Milkfat,دسم الحليب,Matière grasse du lait
,,Milkfat,دسم الحليب,Matière grasse du lait
,,Bread Flour,دقيق الخبز,Farine de pain
,,Corn Flour,دقيق الذرة,Farine de maïs
,,Corn Meal,دقيق الذرة,Farine de maïs
,,Barley Flour,دقيق الشعير,Farine d'orge
,,Entire Wheat Flour,دقيق القمح الكامل,Farine de blé entière
,,Bromated Whole Wheat Flour,دقيق القمح الكامل معزز بالبوتاسيوم,Farine de blé entier bromée
,,Almond Flour,دقيق اللوز,Farine d'amande
,,Bleached Flour,دقيق أبيض,Farine blanchie
,,Enriched Bleached Flour,دقيق أبيض معزز,Farine blanchie enrichie
,,Enriched wheat flour (),دقيق طحين معزز,Farine de blé enrichie
,,Bleached wheat flour,دقيق قمح أبيض,Décolorants
,,Dry Milled Barley,دقيق قمح بارلي المجفف,Orge séchée
,,"Almond Flour, Blanched Ground",دقيق لوز خشن,Farine d'amande blanchie moulue
,,Chlorinated Maida Flour,دقيق مايدا الكلوريدي,Farine de Maida chlorée
,,All-Purpose Flour,دقيق متعدد الاستخدام,Farine tout usage
,,Clear Flour,دقيق مصفى,Farine claire
,,Enriched Flour,دقيق معزز,Farine enrichie
,,Arrowroot Flour,دقيق نبات الطاعة/ دقيق جذور الأروروت,Farine de marante
,,Dr Pepper,دكتور بيبر,Dr Pepper
,,Dextrin,دكسترين,Dextrine
,,Dextrin Roasted Starch,دكسترين النشاء المحمص,Amidon rôti de dextrine
,,Dolphin,دلفين,Dauphin
,,Damiana,دميانة,Damiana
,,Butter Fat,دهن,Graisse de beurre
,,Chicken fat,دهن الدجاج,Graisse de poulet
,,Shea fat,دهن الشيا,Graisse de karité
,,Coconut fat,دهن جوز الهند,Graisse de noix de coco
,,Doughnut,دونات,Donut
,,Domestic Turkey,ديك رومي محلي,Dinde domestique
,,Capon,ديك مخصي,Chapon
,,Dicalcium Diphosphate,ديكالسيوم دايفوسفات,Diphosphate dicalcique
,,"Dicalcium Phosphate, Anhydrous",ديكالسيوم فوسفات,Phosphate dicalcique anhydre
,,"Dicalcium Phosphate, Dihydrate",ديكالسيوم فوسفات، دايهايدرات,"Phosphate dicalcique, déshydraté"
,,Corn,ذرة,Blé
,,Calcium malates,ذكور الكالسيوم,Malates de calcium
,,Abalone,ذن البحر,Ormeau
,,10-K Thirst Quencher,راوي العطش,Boisson désaltérante 10-K
,,Black Haw,رباطية خوخية الورق أو أفلوس خوخي الورق,Aubépine
,,"1,4-heptononolactone",رباعي الكربون هيبتونونولاكتون,"heptononolactone 1,4"
,,Date and Walnut Loaf,رغيف التمر بالجوز,Pain aux dattes et aux noix
,,Bedfordshire Clanger,رفغيف اللحم الإنجليزي,Bedfordshire Clanger
,,Cookie Crisp,رقاقات البسكوت,Biscuit croquant
,,Corn Flakes,رقائق الذرة,Flocons de maïs
,,Corn Flakes,رقائق الذرة,Flocons de maïs
,,Barley Flakes,رقائق الشعير,Flocons d'orge
,,Chocolate chip (),رقائق الشوكلاته (),Pépite de chocolat
,,Chocolate chips (),رقائق الشوكولاته (),Pépites de chocolat
,,Celery Flakes,رقائق الكرفس,Flocons de céleri
,,Frosted Flakes,رقائق مثلجة,Flocons givrés
,,Acetic Acid,روح الخل,Acide acétique
,,Acetic acid,روح الخل,Acide acétique
,,Acetic Acid Esters of Mono and Diglycerides of Fatty Acids,روح الخل,Esters Acides Acétiques de Mono et Diglycérides d'Acides Gras
,,Acetic acid esters of mono- and diglycerides of fatty acids,روح الخل,Esters d'acide acétique de mono- et diglycérides d'acides gras
,,"Acetic Acid, Glacial",روح الخل,Acide Acétique Glacial
,,Acetic Anhydride,روح الخل,Anhydride acétique
,,Collin the Caterpillar,رول شوكولاتة كولين ذا كاتربيلر,Colin the Caterpillar
,,All Sport,رياضي بالكامل,Tout sport
,,Frozen Yoghurt,زبادي مثلج,Yaourt glacé
,,Frozen Yogurt,زبادي مثلج,Yaourt glacé
,,Butter,زبدة,Beurre
,,Butter Bean,زبدة البازلاء,Haricot beurre
,,Butterfat,زبدة الحليب,Matière grasse
,,Buttermilk,زبدة الحليب,Babeurre
,,"Buttermilk, Dried",زبدة الحليب، مجففة,Babeurre séché
,,Shea butter,زبدة الشيا,Beurre de karité
,,Cacao Butter,زبدة الكاكاو,Beurre de cacao
,,Cocoa Butter,زبدة الكاكاو,Beurre de cacao
,,Dried Buttermilk,زبدة حليب مجففة,Babeurre séché
,,Clarified Butter,زبدة صافية,Beurre clarifié
,,"Butter, Clarified",زبدة، نقية,Beurre clarifié
,,Zinc,زنك,Zinc
,,"Zinc, Zn",زنك,"Zinc, Zn"
,,Burdock Flower,زهرة الأرقطيون,Fleur de bardane
,,Borage,زهور لسان الثور,Bourrache
,,Dried Rose Petals,زهورات,Pétales de roses séchées
,,Argan Oil,زيت الأرجان,Huile d'Argan
,,Burdock Oil,زيت الأرقطيون,Huile de bardane
,,Babassu Oil,زيت الباباسو,Huile babassu
,,Bergamot Essential Oil,زيت البرغاموت العطري,Huile essentielle de bergamote
,,Balm Oil,زيت البلسم,Huile de baume
,,Carrot Oil,زيت الجزر,Huile de carotte
,,Citrus Oil,زيت الحمضيات,Huile d'agrumes
,,Castor Oil,زيت الخروع,Huile de castor
,,Corn Oil,زيت الذرة,Huile de maïs
,,Butter Oil,زيت الزبدة,Huile de beurre
,,Cinnamon Oil,زيت القرفة,Huile de cannelle
,,Amaranth Oil,زيت القطيفة,Amarante
,,Cashew Oil,زيت الكاجو,Huile de noix de cajou
,,Camellia Oil,زيت الكاميليا,Huile de camélia
,,Cananga Oil,زيت الكانجا,Huile de cananga
,,Canola Oil,زيت الكانولا,Huile de canola
,,Cumin Oil,زيت الكمون,Huile de cumin
,,Almond Oil,زيت اللوز,Huile d'amande
,,Apricot Oil,زيت المشمش,Huile d'abricot
,,Avocado Oil,زيت أفوكادو,Huile d'avocat
,,Blackcurrant Seed Oil,زيت بذرة الكشمش الأسود,Huile de pépins de cassis
,,Coriander Seed Oil,زيت بذور الكزبرة,Huile de graines de coriandre
,,Ben Oil,زيت بذور المورينجا,Huile de Ben
,,Cotton Seed Oil,زيت بزر القطن,Huile de graines de coton
,,Borage Seed Oil,زيت بزرة زهور لسان الثور,Huile de graines de bourrache
,,Balsam Peru Oil,زيت بلسم البيرو,Huile de baume
,,Coconut Oil,زيت جوز الهند,Huile de noix de coco
,,Black Seed Oil,زيت حبة البركة,Huile de graine noire
,,Brominated Vegetable Oil,زيت خضار معزز بالبوتاسيوم,Huile végétale bromée
,,Edible Oil,زيت صالح للأكل,Huile comestible
,,Carob Pod Oil,زيت قرنة الخروب,Huile de gousse de caroube
,,Cajeput Oil,زيت كاجيبوت,Huile de cajeput
,,Zivania,زيفانيا,Zivania
,,Edible Oils,زيوت صالح للأكل,Huiles comestibles
,,Zinc Citrate,سترات الزنك,Citrate de zinc
,,Calcium Citrate,سترات الكالسيوم,Citrate de calcium
,,Calcium citrates,سترات الكالسيوم,Citrate de calcium
,,Zinc Stearate,ستيرات الزنك,Stéarate de zinc
,,Calcium Stearate,ستيرات الكالسيوم,Stéarate de calcium
,,Beef Brisket Steak,ستيك البقر,Steak de poitrine de boeuf
,,Cervelat,سجق سيرفيلات,Cervelat
,,Chinese Sausage,سجق صيني,Saucisse chinoise
,,Cabanossi,سجق كابانوسي,Cabanossi
,,Chorizo,سجق كوريزو,Chorizo
,,Milk Sugar,سكر الحليب,Sucre de lait
,,Corn Sugar,سكر الذرة,Sucre de maïs
,,Beet Sugar,سكر الشمندر,Sucre de betterave
,,Dextrose,سكر العنب,Dextrose
,,Fruit Sugar,سكر الفاكهة,Sucre de fruits
,,Brown Sugar,سكر بني,Sucre brun
,,Basket Cheese,سلة جبنة,Panier de fromage
,,Crab,سلطعون,Crabe
,,Blue Crab,سلطعون أزرق,Crabe bleu
,,Dungeness Crab,سلطعون بحري,Crabe dormeur
,,Domesticated Quail,سمان محلي,Caille domestique
,,Benne,سمسم أو حبة البركة,Sésame
,,Alaska Pollock,سمك,Colin d'Alaska
,,Bream,سمك الأبراميس,Brème
,,Anchovies,سمك الأنشوفة,Anchois
,,Dory,سمك الدوري,Dory
,,Brook Trout,سمك السالمون المرقط,Omble de fontaine
,,Cutthroat Trout,سمك السلمون المرقط,Truite fardée
,,Catfish,سمك السلور,Poisson-chat
,,Channel Catfish,سمك السلور,Poisson chat
,,Carp,سمك الشبوط,Carpe
,,Bass,سمك القاروص,Bar
,,"Bass, Sea",سمك القاروص,Bar de la mer
,,Black Sea Bass,سمك القاروص الأسود,Bar noir
,,"Bass, Striped",سمك القاروص المخطط,Bar rayé
,,Cod,سمك القد,Morue
,,Black Cod,سمك القد الأسود,Morue noire
,,Bluefish,سمك القنبر / السمكة الزرقاء,Poisson bleu
,,Angler,سمك أبو الشص,Lotte de mer
,,Brill,سمك بريب,Barbue
,,Basa,سمك بنغاس بوكورتي,Poisson basa
,,Bonito,سمك بونيتو,Sardini
,,Dorade,سمك دوراد,Dorade
,,Dover Sole,سمك دوفر,Sole de Dover
,,Chinook Salmon,سمك سالمون تشينوك,Saumon Chinook
,,Coho Salmon,سمكا سالمون كوهو,Saumon Coho
,,Anchovy,سمكة الأنشوفة,Anchois
,,Barracuda,سمكة الباراكودا,Barracuda
,,Atlantic Bluefin Tuna,سمكة التونا الأطلنطية ذات الزعنفة الزرقاء,Thon rouge de l'Atlantique
,,Bluefin Tuna,سمكة التونة ذات الزعنفة الزرقاء,Thon rouge
,,Blackfin Tuna,سمكة التونة ذات الزعنفة السوداء,Thon à nageoires noires
,,Atlantic Ocean Perch,سمكة الجثم الأطلنطية,Sébaste orangé
,,Atlantic Herring,سمكة الرنجة الأطلنطية,Hareng atlantique
,,Butterfish,سمكة الزبيدي,Poisson-beurre
,,Butterfly Kingfish,سمكة الزبيدي الملك,Martin-papillon
,,Chum Salmon,سمكة السالمون,Saumon kéta
,,Atlantic Salmon,سمكة السالمون الأطلنطية,Saumon atlantique
,,Brown Trout,سمكة السالمون المرقطة البنية,Truite brune
,,Common Carp,سمكة الشبوط الشائعة,Carpe commune
,,Chilean Sea Bass,سمكة القاروس التشيلية,Légine australe
,,Atlantic Cod,سمكة القد الأطلنطية,Morue atlantique
,,Crappie,سمكة الكراب,Crappie
,,Atlantic Bonito,سمكة بونيتو الأطلنطية,Bonite à dos rayé
,,Blue Grenadier,سمكة جرينادير الزرقاء,Grenadier bleu
,,Chub Mackerel,سمكة شب سمكة ماكيريل,Maquereau
,,Atlantic Mackerel,سمكة ماكيريل الأطلنطية,Maquereau commun
,,Blue Mackerel,سمكة مكاريل الزرقاء,Maquereau bleu
,,Atlantic Horse Mackerel,سمكة هورس ماكيريل الأطلنطية,Chinchard
,,Butteroil,سمنة,Huile de beurre
,,Durum Semolina,سميد,Semoule de blé dur
,,Corn Semolina,سميد الذرة,Semoule de maïs
,,Calcium Sorbate,سوربات الكالسيوم,Sorbate de calcium
,,Alum,سولفات الأليمونيوم,Alun
,,Aluminium Sulphate,سولفات الأليمونيوم,Sulfate d'aluminium
,,Aluminium sulphate - Aluminum sulfate,سولفات الأليمونيوم,Sulfate d'aluminium
,,Ammonium Sulfate,سولفات الأمونيوم,Sulfate d'ammonium
,,Ammonium Sulfite,سولفات الأمونيوم,Sulfite d'ammonium
,,Ammonium Sulphate,سولفات الأمونيوم,Sulfate d'ammonium
,,Ammonium sulphate - Ammonium sulfate,سولفات الأمونيوم,Sulfate d'ammonium
,,Ammonium Sulphite,سولفات الأمونيوم,Sulfite d'ammonium
,,Ammonium Persulfate,سولفات الأمونيوم الأولية,Persulfate d'ammonium
,,Aluminium Ammonium Sulphate,سولفات أمونيوم الأليمونيوم,Sulfate d'ammonium d'aluminium
,,Aluminium ammonium sulphate,سولفات أمونيوم الأليمونيوم,Sulfate d'ammonium d'aluminium
,,Aluminium Potassium Sulphate,سولفات بوتاسيوم الألومونيوم,Sulfate de potassium d'aluminium
,,Aluminium potassium sulphate - Aluminum potassium sulfate,سولفات بوتاسيوم الألومونيوم,Sulfate de potassium d'aluminium
,,Aluminium Sodium Sulphate,سولفات صوديوم الألومونيوم,Sulfate de sodium et d'aluminium
,,Aluminium sodium sulphate - Aluminum sodium sulfate,سولفات صوديوم الألومونيوم,Sulfate de sodium et d'aluminium
,,Diethyl Sebacate,سيباكيت دايثيل,Sébacate de diéthyle
,,"Ammonium Citrate, Dibasic",سيترات الأمونيوم,"Citrate d'ammonium, Dibasic"
,,Ammonium Ferric Citrate,سيترات فريك الأمونيوم,Citrate d'ammonium ferrique
,,Citronellal,"سيترونيلال
",Citronellal
,,Cystine,سيستين,Cystine
,,Cyclamates,سيكلاميتس,Cyclamates
,,Ethyl Methyl Cellulose,سيلولوز ميثيل الأثير,Ethyl méthyl cellulose
,,Aluminium Silicate,سيليكا الألومونيوم,Silicate d'aluminium
,,Aluminium silicate - Aluminum silicate - Kaolin,سيليكا الألومونيوم,Silicate d'aluminium
,,Aluminium Calcium Silicate,سيليكا كالسيوم الألومونيوم,Silicate de calcium en aluminium
,,Aluminium calcium silicate - Aluminum calcium silicate,سيليكا كالسيوم الألومونيوم,Silicate de calcium en aluminium
,,Calcium silicate,سيليكات الكالسيوم,Silicate de calcium
,,Calcium Silicate,سيليكات الكالسيوم,Silicate de calcium
,,Chapati,شاباتي,Chapati
,,Champagne,شامبانيا,Champagne
,,English Breakfast Tea,شاي إنجليش بريكفاست,Thé anglais
,,Black Tea,شاي أسود,Thé noir
,,Breakfast Tea,شاي فطور,English breakfast
,,Epazote,شاي مكسيكي,Epazote
,,Bay Tree,شجرة الغار,Laurier
,,Egg Cream,"شراب ""كريم إيج""",Crème d'œufs
,,Corn Syrup,شراب الذرة,Sirop de maïs
,,Corn Syrup Solids,شراب الذرة الجامد,Solides de sirop de maïs
,,Barley malt,شراب الشعير,Malt d'orge
,,Accelerade,شراب بروتين,Accelerade
,,Corn Beer,شراب شعير الذرة,Bière de maïs
,,Brown Ale,شراب شعير بني,Bière brune
,,Bock,شراب شعير بوك,Bock
,,Fructose Corn Syrup,شراب فركتوز الذرة,Sirop de maïs au fructose
,,Bacon,شرائح لحم,Bacon
,,Bacon and Egg Pie,شرائح لحم مع بيض,Tarte au œuf et bacon
,,Barley,شعير,Orge
,,Birch Beer,شعير التامول,Bière de bouleau
,,Barbina,شعيرية,Barbine
,,Beeswax,شمع النحل,Cire d'abeille blanche et jaune
,,"Beeswax, white and yellow",شمع النحل، أبيض وأصفر,Cire d'abeille
,,Candelilla wax,شمع كانديلا,Huile de cananga
,,Candelilla Wax,شمع كانديلا,Cire de candelilla
,,Carnauba wax,شمع كرنوبا,Cire de carnauba
,,Carnauba Wax,شمع كرنوبا,Cire de carnauba
,,Beet,شمندر,Betterave
,,Doogh,شنينة,Dough
,,Andes Chocolate Mints,شوكلاتة أنديس بنكهة النعنع,Menthes au chocolat Andes
,,Choco Leibnitz,شوكو ليبنيتز,Choco Leibnitz
,,Chocolate,شوكولاتة,Chocolat
,,Ciabatta,شياباتا,Pain ciabatta
,,Chinook,شينوك,Chinook
,,Agave,صباريات,Agave
,,Azorubine,صبغة حمراء,Azorubine
,,Azorubine - Carmoisine,صبغة حمراء,Azorubine - Carmoisine
,,Alkanet,صبغة حمراء طبيعية,Alkanet
,,Black 7984,صبغة سوداء,Noir 7984
,,Black PN,صبغة سوداء,Noir brillant BN
,,Allura Red AC,صبغة غذائية129 E,Rouge allura ac
,,Allura Red AC,صبغة غذائية129 E,Rouge allura ac
,,Egg Yolk,صفار البيض,Jaune d'œuf
,,ACA,صفحة المواقع,Agents anti-agglomérants
,,Chutneys,صلصات التشاتني,Chutneys
,,Barbecue Sauce,صلصة الباربيكيو,Sauce barbecue
,,Bechamel Sauce,صلصة البشاميل,Sauce béchamel
,,Bolognese Sauce,صلصة البولونيز,Sauce bolognaise
,,Espagnole Sauce,صلصة أسبانية,Sauce espagnole
,,Brown Sauce,صلصة بنية اللون,Brown sauce
,,Chutney,صلصة تشاتني,Chutney
,,Agrodolce,صلصة حامض حلو إيطالية,Aigre-doux
,,Bread Sauce,صلصة خبز,Sauce au pain
,,Cheddar Sauce,صلصة شيدر,Sauce cheddar
,,Currywurst Sauce,صلصة كوريوورست,Sauce Currywurst
,,Dressing,صلصلة سلطة,Pansement
,,Asafetida,صمغ الحلتيت,Asafetida
,,Asafoetida,صمغ الحلتيت,Asafoetida
,,Carob Gum,صمغ الخروب,Gomme de caroube
,,Cellulose Gum,صمغ السليلوز,Gomme de cellulose
,,Cassia gum,صمغ قرفة صينية,Gomme de cassia
,,Baguette,صمون,Baguette
,,Artificial,صناعي,Artificiel
,,Baking Soda,صودا الخبز / بيكنج صودا,Bicarbonate de soude
,,Cream Soda,صودا الكريمة,Soda à la crème
,,Cream Soda,صودا الكريمة,Soda à la crème
,,Alfalfa Sprouts,ضمة برسيم حجازي,Choux de luzerne
,,Fresh,طازج,Frais
,,Common Snipe,طائر الشنقب الشائع,Snipe commun
,,Chalk,طبشور,Craie
,,All Natural,طبيعي بالكامل,100% naturel
,,Carrageen Moss,طحالب كاراجين,Mousse de carraghénane
,,Family Flour,طحين,Farine de famille
,,Atta Flour,طحين ؟؟؟؟؟؟,Farine atta
,,Cracker Flour,طحين البسكويت,Farine de biscuits
,,Buckwheat flour,طحين الحنطة السوداء,Farine de sarrasin
,,Cake Flour,طحين الكيك,Farine de gâteau
,,Chakki Atta Flour,طحين شاكي أتا,Farine de chakki atta
,,Estragon,طرخون,Estragon
,,Calcium Tartrate,طرطرات الكالسيوم,Tartrate de calcium
,,Calcium tartrate,طرطرات الكالسيوم,Tartrate de calcium
,,Dried Tomatoes,طماطم مجففة,Tomates séchées
,,Coloring Adjuncts (),عامل التلوين (),Compléments de coloration
,,Carbonating Agents (),عامل الكربنة (),Agents de carbonatation
,,1-Octanol,عامل عطري,Octanol-1
,,Acetanisole,عامل عطري,Acétanisole
,,Bleaching Agents (),عامل مبيض,Décolorants
,,Bleaching Agents (),عامل مبيض,Décolorants
,,Antimicrobial Agents (),عامل مضاد للبكتيريا,Agents antimicrobiens
,,Allyl Anthranilate,عامل معطر,Anthranilate d'allyle
,,Allyl Caproate,عامل معطر,Caproate d'allyle
,,Allyl Cinnamate,عامل معطر,Cannelle d'allyle
,,Allyl Hexanoate,عامل معطر,Hexanoate d'allyle
,,Allyl Isothiocyanate,عامل معطر,Isothiocyanate d'allyle
,,Allyl Isovalerate,عامل معطر,Isovalerate d'allyle
,,Allyl Mercaptan,عامل معطر,Mercaptan d'allyle
,,Allyl Nonanoate,عامل معطر,Nonanoate d'allyle
,,Allyl Octanoate,عامل معطر,Octanoate d'allyle
,,Allyl Phenoxyacetate,عامل معطر,Phenoxyacetate d'allyle
,,Allyl Phenylacetate,عامل معطر,Phenylacetate d'allyle
,,Allyl Sorbate,عامل معطر,Sorbate d'allyle
,,"Allyl-2,4-Hexadienoate",عامل معطر,"Allyl-2,4-Hexadienoate"
,,Ajwain,عجوة,Trachyspermum ammi
,,Choux Pastry,عجينة الشو,Pâte à choux
,,Arabic,عربي,Gomme arabique
,,Ammoniated Glycyrrhizin,عرق سوس مجفف,Glycyrrhizine ammoniée
,,Bison Grass,عشب البيسون,Herbe de bison
,,Barley Grass,عشب الشعير,Herbe d'orge
,,Annatto - Bixin - Norbixin,عصارة نبات أناتو للتلوين,Annatto - Bixin - Norbixin
,,Citrus Zests and Juice Powders,عصير الحمضيات و مسحوق العصير,Zestes d'agrumes et poudres de jus
,,Apple Brandy,عصير تفاح,Eau-de-vie à la pomme
,,Coconut Juice,عصير جوز الهند,Jus de noix de coco
,,Fruit and Vegetable Juice,عصير خضار وفواكه,Jus de fruits et de légumes
,,Agave Juice,عصير صبريات,Jus d'agave
,,Agave Syrup,عصير صبريات,Sirop d'agave
,,Ackawi,عكاوي,Ackawi
,,Akkawi,عكاوي,Fromage de Saint Jean d'Acre
,,Acacia Gum,علكة الأقاقيا,Gomme d'acacia
,,Arabic Gum,علكة عربية,Gomme arabique
,,Aged,عمر,Vieilli
,,About,عن,Environ
,,Bilberry,عنبية,Myrtille
,,Chelating Agents,عوامل كيلات,Agents chélateurs
,,Ayran,عيران,Dough
,,Argon,غاز الأرجون,Argon
,,Argon,غاز الأرجون,Argon
,,Corn Gluten,غلوتين الذرة,Gluten de maïs
,,Zinc Gluconate,غلوكونات الزنك,Gluconate de zinc
,,Calcium gluconate,غلوكونات الكالسيوم,Gluconate de Calcium
,,Calcium Gluconate,غلوكونات الكالسيوم,Gluconate de Calcium
,,Copper Gluconate,غلوكونات النحاس,Gluconate de cuivre
,,Adzuki Bean,فاصوليا أدزوكي الحمراء,Haricot azuki
,,Borlotti Bean,فاصوليا بورلوتي,Haricot de canneberge
,,Black Beans,فاصوليا سوداء,Haricots noirs
,,Aduki Bean,فاصوليا صينية,Haricot Aduki
